District_Name,Country_Name,Bordering_Country,Distance_to_Border
Zlatiborski,Serbia,Serbia,0.0
Central Equatoria,South Sudan,South Sudan,0.0
Eastern Equatoria,South Sudan,South Sudan,0.0
Jungoli,South Sudan,South Sudan,0.0
Lakes,South Sudan,South Sudan,0.0
North Bahr-al-Ghazal,South Sudan,South Sudan,0.0
Unity,South Sudan,South Sudan,0.0
Upper Nile,South Sudan,South Sudan,0.0
Warap,South Sudan,South Sudan,0.0
West Bahr-al-Ghazal,South Sudan,South Sudan,0.0
West Equatoria,South Sudan,South Sudan,0.0
Príncipe,São Tomé and Príncipe,São Tomé and Príncipe,0.0
São Tomé,São Tomé and Príncipe,São Tomé and Príncipe,0.0
Brokopondo,Suriname,Suriname,0.0
Commewijne,Suriname,Suriname,0.0
Coronie,Suriname,Suriname,0.0
Marowijne,Suriname,Suriname,0.0
Nickerie,Suriname,Suriname,0.0
Para,Suriname,Suriname,0.0
Paramaribo,Suriname,Suriname,0.0
Saramacca,Suriname,Suriname,0.0
Sipaliwini,Suriname,Suriname,0.0
Wanica,Suriname,Suriname,0.0
Banskobystrický,Slovakia,Slovakia,0.0
Bratislavský,Slovakia,Slovakia,0.0
Košický,Slovakia,Slovakia,0.0
Nitriansky,Slovakia,Slovakia,0.0
Prešovský,Slovakia,Slovakia,0.0
Trenčiansky,Slovakia,Slovakia,0.0
Trnavský,Slovakia,Slovakia,0.0
Žilinský,Slovakia,Slovakia,0.0
Gorenjska,Slovenia,Slovenia,0.0
Goriška,Slovenia,Slovenia,0.0
Jugovzhodna Slovenija,Slovenia,Slovenia,0.0
Koroška,Slovenia,Slovenia,0.0
Notranjsko-kraška,Slovenia,Slovenia,0.0
Obalno-kraška,Slovenia,Slovenia,0.0
Osrednjeslovenska,Slovenia,Slovenia,0.0
Podravska,Slovenia,Slovenia,0.0
Pomurska,Slovenia,Slovenia,0.0
Savinjska,Slovenia,Slovenia,0.0
Spodnjeposavska,Slovenia,Slovenia,0.0
Zasavska,Slovenia,Slovenia,0.0
Blekinge,Sweden,Sweden,0.0
Dalarna,Sweden,Sweden,0.0
Gävleborg,Sweden,Sweden,0.0
Gotland,Sweden,Sweden,0.0
Halland,Sweden,Sweden,0.0
Jämtland,Sweden,Sweden,0.0
Jönköping,Sweden,Sweden,0.0
Kalmar,Sweden,Sweden,0.0
Kronoberg,Sweden,Sweden,0.0
Norrbotten,Sweden,Sweden,0.0
Orebro,Sweden,Sweden,0.0
Östergötland,Sweden,Sweden,0.0
Skåne,Sweden,Sweden,0.0
Södermanland,Sweden,Sweden,0.0
Stockholm,Sweden,Sweden,0.0
Uppsala,Sweden,Sweden,0.0
Värmland,Sweden,Sweden,0.0
Västerbotten,Sweden,Sweden,0.0
Västernorrland,Sweden,Sweden,0.0
Västmanland,Sweden,Sweden,0.0
Västra Götaland,Sweden,Sweden,0.0
Hhohho,Swaziland,Swaziland,0.0
Lubombo,Swaziland,Swaziland,0.0
Manzini,Swaziland,Swaziland,0.0
Shiselweni,Swaziland,Swaziland,0.0
Anse aux Pins,Seychelles,Seychelles,0.0
Anse Boileau,Seychelles,Seychelles,0.0
Anse Étoile,Seychelles,Seychelles,0.0
Anse Royale,Seychelles,Seychelles,0.0
Au Cap,Seychelles,Seychelles,0.0
Baie Lazare,Seychelles,Seychelles,0.0
Baie Sainte Anne,Seychelles,Seychelles,0.0
Beau Vallon,Seychelles,Seychelles,0.0
Bel Air,Seychelles,Seychelles,0.0
Belombre,Seychelles,Seychelles,0.0
Cascade,Seychelles,Seychelles,0.0
English River,Seychelles,Seychelles,0.0
Glacis,Seychelles,Seychelles,0.0
Grand' Anse,Seychelles,Seychelles,0.0
Grand'Anse Praslin,Seychelles,Seychelles,0.0
La Digue and Inner Islands,Seychelles,Seychelles,0.0
Les Mamelles,Seychelles,Seychelles,0.0
Mont Buxton,Seychelles,Seychelles,0.0
Mont Fleuri,Seychelles,Seychelles,0.0
Outer Islands,Seychelles,Seychelles,0.0
Plaisance,Seychelles,Seychelles,0.0
Pointe La Rue,Seychelles,Seychelles,0.0
Port Glaud,Seychelles,Seychelles,0.0
Roche Caïman,Seychelles,Seychelles,0.0
Saint Louis,Seychelles,Seychelles,0.0
Takamaka,Seychelles,Seychelles,0.0
Al Ḥasakah,Syria,Syria,0.0
Aleppo,Syria,Syria,0.0
Ar Raqqah,Syria,Syria,0.0
As Suwayda',Syria,Syria,0.0
Damascus,Syria,Syria,0.0
Dar`a,Syria,Syria,0.0
Dayr Az Zawr,Syria,Syria,0.0
Hamah,Syria,Syria,0.0
Hims,Syria,Syria,0.0
Idlib,Syria,Syria,0.0
Lattakia,Syria,Syria,0.0
Quneitra,Syria,Syria,0.0
Rif Dimashq,Syria,Syria,0.0
Tartus,Syria,Syria,0.0
Grand Turk,Turks and Caicos Islands,Turks and Caicos Islands,0.0
Middle Caicos,Turks and Caicos Islands,Turks and Caicos Islands,0.0
North Caicos,Turks and Caicos Islands,Turks and Caicos Islands,0.0
Providenciales and West Caicos,Turks and Caicos Islands,Turks and Caicos Islands,0.0
Salt Cay,Turks and Caicos Islands,Turks and Caicos Islands,0.0
South Caicos and East Caicos,Turks and Caicos Islands,Turks and Caicos Islands,0.0
Barh el Ghazel,Chad,Chad,0.0
Batha,Chad,Chad,0.0
Borkou,Chad,Chad,0.0
Chari-Baguirmi,Chad,Chad,0.0
Ennedi Est,Chad,Chad,0.0
Ennedi Ouest,Chad,Chad,0.0
Guéra,Chad,Chad,0.0
Hadjer-Lamis,Chad,Chad,0.0
Kanem,Chad,Chad,0.0
Lac,Chad,Chad,0.0
Logone Occidental,Chad,Chad,0.0
Logone Oriental,Chad,Chad,0.0
Mandoul,Chad,Chad,0.0
Mayo-Kebbi Est,Chad,Chad,0.0
Mayo-Kebbi Ouest,Chad,Chad,0.0
Moyen-Chari,Chad,Chad,0.0
Ouaddaï,Chad,Chad,0.0
Salamat,Chad,Chad,0.0
Sila,Chad,Chad,0.0
Tandjilé,Chad,Chad,0.0
Tibesti,Chad,Chad,0.0
Ville de N'Djamena,Chad,Chad,0.0
Wadi Fira,Chad,Chad,0.0
Centre,Togo,Togo,0.0
Kara,Togo,Togo,0.0
Maritime,Togo,Togo,0.0
Plateaux,Togo,Togo,0.0
Savanes,Togo,Togo,0.0
Amnat Charoen,Thailand,Thailand,0.0
Ang Thong,Thailand,Thailand,0.0
Bangkok Metropolis,Thailand,Thailand,0.0
Bueng Kan,Thailand,Thailand,0.0
Buri Ram,Thailand,Thailand,0.0
Chachoengsao,Thailand,Thailand,0.0
Chai Nat,Thailand,Thailand,0.0
Chaiyaphum,Thailand,Thailand,0.0
Chanthaburi,Thailand,Thailand,0.0
Chiang Mai,Thailand,Thailand,0.0
Chiang Rai,Thailand,Thailand,0.0
Chon Buri,Thailand,Thailand,0.0
Chumphon,Thailand,Thailand,0.0
Kalasin,Thailand,Thailand,0.0
Kamphaeng Phet,Thailand,Thailand,0.0
Kanchanaburi,Thailand,Thailand,0.0
Khon Kaen,Thailand,Thailand,0.0
Krabi,Thailand,Thailand,0.0
Lampang,Thailand,Thailand,0.0
Lamphun,Thailand,Thailand,0.0
Loei,Thailand,Thailand,0.0
Lop Buri,Thailand,Thailand,0.0
Mae Hong Son,Thailand,Thailand,0.0
Maha Sarakham,Thailand,Thailand,0.0
Mukdahan,Thailand,Thailand,0.0
Nakhon Nayok,Thailand,Thailand,0.0
Nakhon Pathom,Thailand,Thailand,0.0
Nakhon Phanom,Thailand,Thailand,0.0
Nakhon Ratchasima,Thailand,Thailand,0.0
Nakhon Sawan,Thailand,Thailand,0.0
Nakhon Si Thammarat,Thailand,Thailand,0.0
Nan,Thailand,Thailand,0.0
Narathiwat,Thailand,Thailand,0.0
Nong Bua Lam Phu,Thailand,Thailand,0.0
Nong Khai,Thailand,Thailand,0.0
Nonthaburi,Thailand,Thailand,0.0
Pathum Thani,Thailand,Thailand,0.0
Pattani,Thailand,Thailand,0.0
Phangnga,Thailand,Thailand,0.0
Phatthalung,Thailand,Thailand,0.0
Phayao,Thailand,Thailand,0.0
Phetchabun,Thailand,Thailand,0.0
Phetchaburi,Thailand,Thailand,0.0
Phichit,Thailand,Thailand,0.0
Phitsanulok,Thailand,Thailand,0.0
Phra Nakhon Si Ayutthaya,Thailand,Thailand,0.0
Phrae,Thailand,Thailand,0.0
Phuket,Thailand,Thailand,0.0
Prachin Buri,Thailand,Thailand,0.0
Prachuap Khiri Khan,Thailand,Thailand,0.0
Ranong,Thailand,Thailand,0.0
Ratchaburi,Thailand,Thailand,0.0
Rayong,Thailand,Thailand,0.0
Roi Et,Thailand,Thailand,0.0
Sa Kaeo,Thailand,Thailand,0.0
Sakon Nakhon,Thailand,Thailand,0.0
Samut Prakan,Thailand,Thailand,0.0
Samut Sakhon,Thailand,Thailand,0.0
Samut Songkhram,Thailand,Thailand,0.0
Saraburi,Thailand,Thailand,0.0
Satun,Thailand,Thailand,0.0
Si Sa Ket,Thailand,Thailand,0.0
Sing Buri,Thailand,Thailand,0.0
Songkhla,Thailand,Thailand,0.0
Sukhothai,Thailand,Thailand,0.0
Suphan Buri,Thailand,Thailand,0.0
Surat Thani,Thailand,Thailand,0.0
Surin,Thailand,Thailand,0.0
Tak,Thailand,Thailand,0.0
Trang,Thailand,Thailand,0.0
Trat,Thailand,Thailand,0.0
Ubon Ratchathani,Thailand,Thailand,0.0
Udon Thani,Thailand,Thailand,0.0
Uthai Thani,Thailand,Thailand,0.0
Uttaradit,Thailand,Thailand,0.0
Yala,Thailand,Thailand,0.0
Yasothon,Thailand,Thailand,0.0
Districts of Republican Subordin,Tajikistan,Tajikistan,0.0
Dushanbe,Tajikistan,Tajikistan,0.0
Gorno-Badakhshan,Tajikistan,Tajikistan,0.0
Khatlon,Tajikistan,Tajikistan,0.0
Sughd,Tajikistan,Tajikistan,0.0
Anafu,Tokelau,Tokelau,0.0
Fakaofo,Tokelau,Tokelau,0.0
Nukunonu,Tokelau,Tokelau,0.0
Ahal,Turkmenistan,Turkmenistan,0.0
Aşgabat,Turkmenistan,Turkmenistan,0.0
Balkan,Turkmenistan,Turkmenistan,0.0
Daşoguz,Turkmenistan,Turkmenistan,0.0
Lebap,Turkmenistan,Turkmenistan,0.0
Mary,Turkmenistan,Turkmenistan,0.0
Aileu,Timor-Leste,Timor-Leste,0.0
Ainaro,Timor-Leste,Timor-Leste,0.0
Ambeno,Timor-Leste,Timor-Leste,0.0
Baucau,Timor-Leste,Timor-Leste,0.0
Bobonaro,Timor-Leste,Timor-Leste,0.0
Covalima,Timor-Leste,Timor-Leste,0.0
Dili,Timor-Leste,Timor-Leste,0.0
Ermera,Timor-Leste,Timor-Leste,0.0
Lautém,Timor-Leste,Timor-Leste,0.0
Liquiçá,Timor-Leste,Timor-Leste,0.0
Manatuto,Timor-Leste,Timor-Leste,0.0
Manufahi,Timor-Leste,Timor-Leste,0.0
Viqueque,Timor-Leste,Timor-Leste,0.0
'Eua,Tonga,Tonga,0.0
Ha'apai,Tonga,Tonga,0.0
Niuas,Tonga,Tonga,0.0
Tongatapu,Tonga,Tonga,0.0
Vava'u,Tonga,Tonga,0.0
Arima,Trinidad and Tobago,Trinidad and Tobago,0.0
Chaguanas,Trinidad and Tobago,Trinidad and Tobago,0.0
Couva-Tabaquite-Talparo,Trinidad and Tobago,Trinidad and Tobago,0.0
Diego Martin,Trinidad and Tobago,Trinidad and Tobago,0.0
Mayaro/Rio Claro,Trinidad and Tobago,Trinidad and Tobago,0.0
Penal-Debe,Trinidad and Tobago,Trinidad and Tobago,0.0
Point Fortin,Trinidad and Tobago,Trinidad and Tobago,0.0
Port of Spain,Trinidad and Tobago,Trinidad and Tobago,0.0
Princes Town,Trinidad and Tobago,Trinidad and Tobago,0.0
San Fernando,Trinidad and Tobago,Trinidad and Tobago,0.0
San Juan-Laventille,Trinidad and Tobago,Trinidad and Tobago,0.0
Sangre Grande,Trinidad and Tobago,Trinidad and Tobago,0.0
Siparia,Trinidad and Tobago,Trinidad and Tobago,0.0
Tobago,Trinidad and Tobago,Trinidad and Tobago,0.0
Tunapuna/Piarco,Trinidad and Tobago,Trinidad and Tobago,0.0
Ariana,Tunisia,Tunisia,0.0
Béja,Tunisia,Tunisia,0.0
Ben Arous (Tunis Sud),Tunisia,Tunisia,0.0
Bizerte,Tunisia,Tunisia,0.0
Gabès,Tunisia,Tunisia,0.0
Gafsa,Tunisia,Tunisia,0.0
Jendouba,Tunisia,Tunisia,0.0
Kairouan,Tunisia,Tunisia,0.0
Kassérine,Tunisia,Tunisia,0.0
Kebili,Tunisia,Tunisia,0.0
Le Kef,Tunisia,Tunisia,0.0
Mahdia,Tunisia,Tunisia,0.0
Manubah,Tunisia,Tunisia,0.0
Médenine,Tunisia,Tunisia,0.0
Monastir,Tunisia,Tunisia,0.0
Nabeul,Tunisia,Tunisia,0.0
Sfax,Tunisia,Tunisia,0.0
Sidi Bou Zid,Tunisia,Tunisia,0.0
Siliana,Tunisia,Tunisia,0.0
Sousse,Tunisia,Tunisia,0.0
Tataouine,Tunisia,Tunisia,0.0
Tozeur,Tunisia,Tunisia,0.0
Tunis,Tunisia,Tunisia,0.0
Zaghouan,Tunisia,Tunisia,0.0
Adana,Turkey,Turkey,0.0
Adiyaman,Turkey,Turkey,0.0
Afyon,Turkey,Turkey,0.0
Agri,Turkey,Turkey,0.0
Aksaray,Turkey,Turkey,0.0
Amasya,Turkey,Turkey,0.0
Ankara,Turkey,Turkey,0.0
Antalya,Turkey,Turkey,0.0
Ardahan,Turkey,Turkey,0.0
Artvin,Turkey,Turkey,0.0
Aydin,Turkey,Turkey,0.0
Balikesir,Turkey,Turkey,0.0
Bartın,Turkey,Turkey,0.0
Batman,Turkey,Turkey,0.0
Bayburt,Turkey,Turkey,0.0
Bilecik,Turkey,Turkey,0.0
Bingöl,Turkey,Turkey,0.0
Bitlis,Turkey,Turkey,0.0
Bolu,Turkey,Turkey,0.0
Burdur,Turkey,Turkey,0.0
Bursa,Turkey,Turkey,0.0
Çanakkale,Turkey,Turkey,0.0
Çankiri,Turkey,Turkey,0.0
Çorum,Turkey,Turkey,0.0
Denizli,Turkey,Turkey,0.0
Diyarbakir,Turkey,Turkey,0.0
Düzce,Turkey,Turkey,0.0
Edirne,Turkey,Turkey,0.0
Elazığ,Turkey,Turkey,0.0
Erzincan,Turkey,Turkey,0.0
Erzurum,Turkey,Turkey,0.0
Eskisehir,Turkey,Turkey,0.0
Gaziantep,Turkey,Turkey,0.0
Giresun,Turkey,Turkey,0.0
Gümüshane,Turkey,Turkey,0.0
Hakkari,Turkey,Turkey,0.0
Hatay,Turkey,Turkey,0.0
Iğdır,Turkey,Turkey,0.0
Isparta,Turkey,Turkey,0.0
Istanbul,Turkey,Turkey,0.0
Izmir,Turkey,Turkey,0.0
K. Maras,Turkey,Turkey,0.0
Karabük,Turkey,Turkey,0.0
Karaman,Turkey,Turkey,0.0
Kars,Turkey,Turkey,0.0
Kastamonu,Turkey,Turkey,0.0
Kayseri,Turkey,Turkey,0.0
Kilis,Turkey,Turkey,0.0
Kinkkale,Turkey,Turkey,0.0
Kirklareli,Turkey,Turkey,0.0
Kirsehir,Turkey,Turkey,0.0
Kocaeli,Turkey,Turkey,0.0
Konya,Turkey,Turkey,0.0
Kütahya,Turkey,Turkey,0.0
Malatya,Turkey,Turkey,0.0
Manisa,Turkey,Turkey,0.0
Mardin,Turkey,Turkey,0.0
Mersin,Turkey,Turkey,0.0
Mugla,Turkey,Turkey,0.0
Mus,Turkey,Turkey,0.0
Nevsehir,Turkey,Turkey,0.0
Nigde,Turkey,Turkey,0.0
Ordu,Turkey,Turkey,0.0
Osmaniye,Turkey,Turkey,0.0
Rize,Turkey,Turkey,0.0
Sakarya,Turkey,Turkey,0.0
Samsun,Turkey,Turkey,0.0
Sanliurfa,Turkey,Turkey,0.0
Siirt,Turkey,Turkey,0.0
Sinop,Turkey,Turkey,0.0
Sirnak,Turkey,Turkey,0.0
Sivas,Turkey,Turkey,0.0
Tekirdag,Turkey,Turkey,0.0
Tokat,Turkey,Turkey,0.0
Trabzon,Turkey,Turkey,0.0
Tunceli,Turkey,Turkey,0.0
Usak,Turkey,Turkey,0.0
Van,Turkey,Turkey,0.0
Yalova,Turkey,Turkey,0.0
Yozgat,Turkey,Turkey,0.0
Zinguldak,Turkey,Turkey,0.0
Funafuti,Tuvalu,Tuvalu,0.0
Nanumanga,Tuvalu,Tuvalu,0.0
Nanumea,Tuvalu,Tuvalu,0.0
Niulakita,Tuvalu,Tuvalu,0.0
Niutao,Tuvalu,Tuvalu,0.0
Nui,Tuvalu,Tuvalu,0.0
Nukufetau,Tuvalu,Tuvalu,0.0
Nukulaelae,Tuvalu,Tuvalu,0.0
Vaitupu,Tuvalu,Tuvalu,0.0
Fujian,Taiwan,Taiwan,0.0
Kaohsiung,Taiwan,Taiwan,0.0
New Taipei,Taiwan,Taiwan,0.0
Taichung,Taiwan,Taiwan,0.0
Tainan,Taiwan,Taiwan,0.0
Taipei,Taiwan,Taiwan,0.0
Taiwan,Taiwan,Taiwan,0.0
Arusha,Tanzania,Tanzania,0.0
Dar es Salaam,Tanzania,Tanzania,0.0
Dodoma,Tanzania,Tanzania,0.0
Geita,Tanzania,Tanzania,0.0
Iringa,Tanzania,Tanzania,0.0
Kagera,Tanzania,Tanzania,0.0
Kaskazini Pemba,Tanzania,Tanzania,0.0
Kaskazini Unguja,Tanzania,Tanzania,0.0
Katavi,Tanzania,Tanzania,0.0
Kigoma,Tanzania,Tanzania,0.0
Kilimanjaro,Tanzania,Tanzania,0.0
Kusini Pemba,Tanzania,Tanzania,0.0
Kusini Unguja,Tanzania,Tanzania,0.0
Lindi,Tanzania,Tanzania,0.0
Manyara,Tanzania,Tanzania,0.0
Mara,Tanzania,Tanzania,0.0
Mbeya,Tanzania,Tanzania,0.0
Mjini Magharibi,Tanzania,Tanzania,0.0
Morogoro,Tanzania,Tanzania,0.0
Mtwara,Tanzania,Tanzania,0.0
Mwanza,Tanzania,Tanzania,0.0
Njombe,Tanzania,Tanzania,0.0
Pwani,Tanzania,Tanzania,0.0
Rukwa,Tanzania,Tanzania,0.0
Ruvuma,Tanzania,Tanzania,0.0
Shinyanga,Tanzania,Tanzania,0.0
Simiyu,Tanzania,Tanzania,0.0
Singida,Tanzania,Tanzania,0.0
Songwe,Tanzania,Tanzania,0.0
Tabora,Tanzania,Tanzania,0.0
Tanga,Tanzania,Tanzania,0.0
Adjumani,Uganda,Uganda,0.0
Apac,Uganda,Uganda,0.0
Arua,Uganda,Uganda,0.0
Bugiri,Uganda,Uganda,0.0
Bundibugyo,Uganda,Uganda,0.0
Bushenyi,Uganda,Uganda,0.0
Busia,Uganda,Uganda,0.0
Gulu,Uganda,Uganda,0.0
Hoima,Uganda,Uganda,0.0
Iganga,Uganda,Uganda,0.0
Jinja,Uganda,Uganda,0.0
Kabale,Uganda,Uganda,0.0
Kabarole,Uganda,Uganda,0.0
Kaberamaido,Uganda,Uganda,0.0
Kalangala,Uganda,Uganda,0.0
Kampala,Uganda,Uganda,0.0
Kamuli,Uganda,Uganda,0.0
Kamwenge,Uganda,Uganda,0.0
Kanungu,Uganda,Uganda,0.0
Kapchorwa,Uganda,Uganda,0.0
Kasese,Uganda,Uganda,0.0
Katakwi,Uganda,Uganda,0.0
Kayunga,Uganda,Uganda,0.0
Kibale,Uganda,Uganda,0.0
Kiboga,Uganda,Uganda,0.0
Kisoro,Uganda,Uganda,0.0
Kitgum,Uganda,Uganda,0.0
Kotido,Uganda,Uganda,0.0
Kumi,Uganda,Uganda,0.0
Kyenjojo,Uganda,Uganda,0.0
Lake Albert,Uganda,Uganda,0.0
Lake Victoria,Uganda,Uganda,0.0
Lira,Uganda,Uganda,0.0
Luwero,Uganda,Uganda,0.0
Masaka,Uganda,Uganda,0.0
Masindi,Uganda,Uganda,0.0
Mayuge,Uganda,Uganda,0.0
Mbale,Uganda,Uganda,0.0
Mbarara,Uganda,Uganda,0.0
Moroto,Uganda,Uganda,0.0
Moyo,Uganda,Uganda,0.0
Mpigi,Uganda,Uganda,0.0
Mubende,Uganda,Uganda,0.0
Mukono,Uganda,Uganda,0.0
Nakapiripirit,Uganda,Uganda,0.0
Nakasongola,Uganda,Uganda,0.0
Nebbi,Uganda,Uganda,0.0
Ntungamo,Uganda,Uganda,0.0
Pader,Uganda,Uganda,0.0
Pallisa,Uganda,Uganda,0.0
Rakai,Uganda,Uganda,0.0
Rukungiri,Uganda,Uganda,0.0
Sembabule,Uganda,Uganda,0.0
Sironko,Uganda,Uganda,0.0
Soroti,Uganda,Uganda,0.0
Tororo,Uganda,Uganda,0.0
Wakiso,Uganda,Uganda,0.0
Yumbe,Uganda,Uganda,0.0
?,Ukraine,Ukraine,0.0
Cherkasy,Ukraine,Ukraine,0.0
Chernihiv,Ukraine,Ukraine,0.0
Chernivtsi,Ukraine,Ukraine,0.0
Crimea,Ukraine,Ukraine,0.0
Dnipropetrovs'k,Ukraine,Ukraine,0.0
Donets'k,Ukraine,Ukraine,0.0
Ivano-Frankivs'k,Ukraine,Ukraine,0.0
Kharkiv,Ukraine,Ukraine,0.0
Kherson,Ukraine,Ukraine,0.0
Khmel'nyts'kyy,Ukraine,Ukraine,0.0
Kiev,Ukraine,Ukraine,0.0
Kiev City,Ukraine,Ukraine,0.0
Kirovohrad,Ukraine,Ukraine,0.0
L'viv,Ukraine,Ukraine,0.0
Luhans'k,Ukraine,Ukraine,0.0
Mykolayiv,Ukraine,Ukraine,0.0
Odessa,Ukraine,Ukraine,0.0
Poltava,Ukraine,Ukraine,0.0
Rivne,Ukraine,Ukraine,0.0
Sevastopol',Ukraine,Ukraine,0.0
Sumy,Ukraine,Ukraine,0.0
Ternopil',Ukraine,Ukraine,0.0
Vinnytsya,Ukraine,Ukraine,0.0
Volyn,Ukraine,Ukraine,0.0
Zakarpattia,Ukraine,Ukraine,0.0
Zaporizhia,Ukraine,Ukraine,0.0
Zhytomyr,Ukraine,Ukraine,0.0
Baker,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Howland,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Jarvis island,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Johnston,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Kingman Reef,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Midway,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Navassa,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Palmyra,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Wake,United States Minor Outlying Isl,United States Minor Outlying Isl,0.0
Artigas,Uruguay,Uruguay,0.0
Canelones,Uruguay,Uruguay,0.0
Cerro Largo,Uruguay,Uruguay,0.0
Colonia,Uruguay,Uruguay,0.0
Durazno,Uruguay,Uruguay,0.0
Flores,Uruguay,Uruguay,0.0
Florida,Uruguay,Uruguay,0.0
Lavalleja,Uruguay,Uruguay,0.0
Maldonado,Uruguay,Uruguay,0.0
Montevideo,Uruguay,Uruguay,0.0
Paysandú,Uruguay,Uruguay,0.0
Río Negro,Uruguay,Uruguay,0.0
Rivera,Uruguay,Uruguay,0.0
Rocha,Uruguay,Uruguay,0.0
Salto,Uruguay,Uruguay,0.0
San José,Uruguay,Uruguay,0.0
Soriano,Uruguay,Uruguay,0.0
Tacuarembó,Uruguay,Uruguay,0.0
Treinta y Tres,Uruguay,Uruguay,0.0
Alabama,United States,United States,0.0
Alaska,United States,United States,0.0
Arizona,United States,United States,0.0
Arkansas,United States,United States,0.0
California,United States,United States,0.0
Colorado,United States,United States,0.0
Connecticut,United States,United States,0.0
Delaware,United States,United States,0.0
District of Columbia,United States,United States,0.0
Florida,United States,United States,0.0
Georgia,United States,United States,0.0
Hawaii,United States,United States,0.0
Idaho,United States,United States,0.0
Illinois,United States,United States,0.0
Indiana,United States,United States,0.0
Iowa,United States,United States,0.0
Kansas,United States,United States,0.0
Kentucky,United States,United States,0.0
Louisiana,United States,United States,0.0
Maine,United States,United States,0.0
Maryland,United States,United States,0.0
Massachusetts,United States,United States,0.0
Michigan,United States,United States,0.0
Minnesota,United States,United States,0.0
Mississippi,United States,United States,0.0
Missouri,United States,United States,0.0
Montana,United States,United States,0.0
Nebraska,United States,United States,0.0
Nevada,United States,United States,0.0
New Hampshire,United States,United States,0.0
New Jersey,United States,United States,0.0
New Mexico,United States,United States,0.0
New York,United States,United States,0.0
North Carolina,United States,United States,0.0
North Dakota,United States,United States,0.0
Ohio,United States,United States,0.0
Oklahoma,United States,United States,0.0
Oregon,United States,United States,0.0
Pennsylvania,United States,United States,0.0
Rhode Island,United States,United States,0.0
South Carolina,United States,United States,0.0
South Dakota,United States,United States,0.0
Tennessee,United States,United States,0.0
Texas,United States,United States,0.0
Utah,United States,United States,0.0
Vermont,United States,United States,0.0
Virginia,United States,United States,0.0
Washington,United States,United States,0.0
West Virginia,United States,United States,0.0
Wisconsin,United States,United States,0.0
Wyoming,United States,United States,0.0
Andijon,Uzbekistan,Uzbekistan,0.0
Buxoro,Uzbekistan,Uzbekistan,0.0
Farg'ona,Uzbekistan,Uzbekistan,0.0
Jizzax,Uzbekistan,Uzbekistan,0.0
Namangan,Uzbekistan,Uzbekistan,0.0
Navoiy,Uzbekistan,Uzbekistan,0.0
Qaraqalpaqstan,Uzbekistan,Uzbekistan,0.0
Qashqadaryo,Uzbekistan,Uzbekistan,0.0
Samarqand',Uzbekistan,Uzbekistan,0.0
Sirdaryo,Uzbekistan,Uzbekistan,0.0
Surxondaryo,Uzbekistan,Uzbekistan,0.0
Toshkent,Uzbekistan,Uzbekistan,0.0
Toshkent Shahri,Uzbekistan,Uzbekistan,0.0
Xorazm,Uzbekistan,Uzbekistan,0.0
Charlotte,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0.0
Grenadines,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0.0
Saint Andrew,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0.0
Saint David,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0.0
Saint George,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0.0
Saint Patrick,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0.0
Amazonas,Venezuela,Venezuela,0.0
Anzoátegui,Venezuela,Venezuela,0.0
Apure,Venezuela,Venezuela,0.0
Aragua,Venezuela,Venezuela,0.0
Barinas,Venezuela,Venezuela,0.0
Bolívar,Venezuela,Venezuela,0.0
Carabobo,Venezuela,Venezuela,0.0
Cojedes,Venezuela,Venezuela,0.0
Delta Amacuro,Venezuela,Venezuela,0.0
Dependencias Federales,Venezuela,Venezuela,0.0
Distrito Capital,Venezuela,Venezuela,0.0
Falcón,Venezuela,Venezuela,0.0
Guárico,Venezuela,Venezuela,0.0
Lara,Venezuela,Venezuela,0.0
Mérida,Venezuela,Venezuela,0.0
Miranda,Venezuela,Venezuela,0.0
Monagas,Venezuela,Venezuela,0.0
Nueva Esparta,Venezuela,Venezuela,0.0
Portuguesa,Venezuela,Venezuela,0.0
Sucre,Venezuela,Venezuela,0.0
Táchira,Venezuela,Venezuela,0.0
Trujillo,Venezuela,Venezuela,0.0
Vargas,Venezuela,Venezuela,0.0
Yaracuy,Venezuela,Venezuela,0.0
Zulia,Venezuela,Venezuela,0.0
Anegada,British Virgin Islands,British Virgin Islands,0.0
Jost Van Dyke,British Virgin Islands,British Virgin Islands,0.0
Other Islands,British Virgin Islands,British Virgin Islands,0.0
Tortola,British Virgin Islands,British Virgin Islands,0.0
Virgin Gorda,British Virgin Islands,British Virgin Islands,0.0
Saint Croix,"Virgin Islands, U.S.","Virgin Islands, U.S.",0.0
Saint John,"Virgin Islands, U.S.","Virgin Islands, U.S.",0.0
